object_id,time,feature1,feature2
1,1,0.20681811632495442,0.7761821346342604
2,1,0.13063275757416398,0.6734956032142986
3,1,0.22322158509103868,0.7338967789353541
4,1,0.13700730703977035,0.737764245410886
5,1,0.15574444126870213,0.7517567643828595
6,1,0.10008962623518704,0.6686191936461802
7,1,0.2567023295170391,0.6888341781417867
8,1,0.12849017865275394,0.755771468823176
9,1,0.2027424967304353,0.6575848096006947
10,1,0.18667624674766603,0.7347291341353934
1,2,0.08091187623555902,0.6682741246776671
2,2,0.07294820794761152,0.6483774454844665
3,2,0.2519065138247981,0.6782655606325707
4,2,0.2543931340012715,0.6835113985517531
5,2,0.17781284970393707,0.748603498096664
6,2,0.1936833072812856,0.6344439091389936
7,2,0.17412344072068076,0.7127735964648108
8,2,0.09254621453999361,0.6319150656708155
9,2,0.23126539122249623,0.6947814091451061
10,2,0.09507434913333646,0.6856043270593484
1,3,0.1394939061820316,0.622990489926197
2,3,0.20302348365276568,0.6210565715813494
3,3,0.09553163297719716,0.6118258966474286
4,3,0.18746612957900144,0.6247074787188546
5,3,0.14455079305069216,0.6215738402240102
6,3,0.13548536674252243,0.7104321053667312
7,3,0.14636797595032314,0.6759013209622505
8,3,0.1363720685142172,0.6731826731411918
9,3,0.1584872027636377,0.6218544203324625
10,3,0.13430151332534046,0.6430657854132998
11,1,0.21248850695600163,0.5984793188324715
12,1,0.052687642130939336,0.47912082879753026
13,1,0.18009205579780302,0.5433433631176808
14,1,0.04321908110189042,0.5633603346807984
15,1,0.22818434316010425,0.5210928384843665
16,1,0.10889598465426434,0.5430365172066991
17,1,0.2272250711983601,0.49715707494812905
18,1,0.09985491940892288,0.48593287364946813
19,1,0.16508138938732395,0.5280149234457266
20,1,0.09061261211145952,0.5158104514330469
11,2,0.04635364521407642,0.5044936147265217
12,2,0.2359790362920333,0.5455328593501714
13,2,0.09591466643652216,0.5980458015651665
14,2,0.11105302799219088,0.4953564887672134
15,2,0.04642582757743152,0.47955645562385146
16,2,0.07920570006243624,0.49213158408452695
17,2,0.2139940739185123,0.49730824405464236
18,2,0.08911800643983314,0.5482152619014835
19,2,0.22282568345277015,0.5013325103635751
20,2,0.1917155093385515,0.512936664447582
11,3,0.15162055709213562,0.5470019971319471
12,3,0.2278601457484127,0.5712150382180526
13,3,0.14102805581383693,0.5838358676800333
14,3,0.11269186589659506,0.5152428145859679
15,3,0.23139307338210177,0.5395175877092051
16,3,0.19408599651345443,0.5047935677954385
17,3,0.22245605511324704,0.5495363731686501
18,3,0.0888598221190717,0.597671871034313
19,3,0.13318260059791834,0.5085412906018351
20,3,0.09194840541559055,0.4731132021159553
21,1,0.6269531788188207,0.7467388755288548
22,1,0.6883008078207328,0.8039338571186397
23,1,0.6749262645191425,0.8520147130386934
24,1,0.6501813018464027,0.7687157816708619
25,1,0.683826299495014,0.7207697188431299
26,1,0.6432878330286769,0.7242928813923858
27,1,0.7439045385681675,0.7243077232598238
