object_id,time,feature1,feature2
1,1,0.3161913482065629,0.1357571788416076
2,1,0.2625234418296283,0.1746415866514709
3,1,0.2937550189557927,0.2424880439208259
4,1,0.18220834176608708,0.09041286899812452
5,1,0.33058944519521405,0.17129678727473394
6,1,0.31589244090282853,0.08516458436394539
7,1,0.2525138632222004,0.2290513801618798
8,1,0.20918886866533062,0.2737975128045077
9,1,0.34372191593353685,0.09086137030043397
10,1,0.16852559660993227,0.19302586825242257
11,1,0.35126625696694225,0.16098422123136574
12,1,0.20675630383736276,0.16916668881026672
13,1,0.16924458192621367,0.12908170694833027
14,1,0.2510139431413545,0.1839058219700934
15,1,0.21005331446275463,0.1309166820019201
1,2,0.1932708510631061,0.08500166132067839
2,2,0.30283012327752357,0.19199458479798331
3,2,0.2637734007314981,0.11788497344644015
4,2,0.333823210580222,0.2526930260265546
5,2,0.15949252010617027,0.14724275733952244
6,2,0.27961140966166265,0.22294207420655254
7,2,0.3226026455049009,0.16512512025977966
8,2,0.3013216667998744,0.21476483355031084
9,2,0.1959882303315925,0.1982198414962085
10,2,0.3118103283113805,0.24994320395315917
11,2,0.23637129226092907,0.19850417186400696
12,2,0.1422196941752773,0.12925171497611015
13,2,0.29479537765586955,0.16356652012765147
14,2,0.16991600846081917,0.19046347254512722
15,2,0.2759226805581353,0.21560088636796207
1,3,0.22447012784516937,0.2302884062719821
2,3,0.22697251371780205,0.15325090226479815
3,3,0.22072353428762465,0.08051487606533435
4,3,0.13148228826647848,0.21527630099272016
5,3,0.3194223736571078,0.19323662934796446
6,3,0.2015047674707558,0.1086697226430892
7,3,0.2232325418818696,0.2710152107796598
8,3,0.27688945816133315,0.1825233729619087
9,3,0.29484278597928293,0.12103510888455585
10,3,0.2255391628327004,0.26509336092560687
11,3,0.23834379175541362,0.16642622965408663
12,3,0.17664072568345723,0.18419914516520272
13,3,0.3142080864872184,0.07574170916203152
14,3,0.27951587671825096,0.23869706565704935
15,3,0.3000207463603747,0.22270056563859222
1,4,0.2659703932380968,0.16168584756188317
2,4,0.16492347978656904,0.2504697426595811
3,4,0.267698687057697,0.11643559565968176
4,4,0.25464291376819365,0.17345273406979997
5,4,0.2250568131914121,0.1456832954278841
6,4,0.26139457942998984,0.20116560218375418
7,4,0.2761893132389661,0.16809707164419804
8,4,0.15929381709918944,0.12238871787965794
9,4,0.1891410720701375,0.19335988577994143
10,4,0.32590059245308595,0.23615549973973837
11,4,0.31311833280952023,0.23975518573639132
12,4,0.20475762829988214,0.24481667807907237
13,4,0.28832152537016237,0.09311453918503272
14,4,0.1570369463055329,0.0793797066092156
15,4,0.3048161753328606,0.1263795567549377
1,5,0.1835322558311559,0.10285099574567025
2,5,0.1465727879506264,0.19442399984910336
3,5,0.14827667225634256,0.14353080740323682
4,5,0.2569656684489115,0.17988824604863357
5,5,0.1790480362893221,0.18370212287355656
6,5,0.11937459853825431,0.16625934099179476
7,5,0.1988314188536721,0.12655578098976336
8,5,0.13640002150093958,0.2689116201107048
9,5,0.21667087919759218,0.13076611854985482
10,5,0.23577741101866023,0.2523558537150782
11,5,0.11881130471371437,0.09252082420505985
12,5,0.1439400310917261,0.23271501459185875
13,5,0.14669320153779786,0.2298690456099013
14,5,0.2502828420672464,0.19788835275528166
15,5,0.1587676326163922,0.28406682360307745
1,6,0.18906792483180618,0.22030915535429135
2,6,0.22340837075413195,0.20577706429205142
3,6,0.20867793065149706,0.21679744398870948
4,6,0.15618579202377028,0.15032906165904275
5,6,0.3380094308126499,0.26571472058147194
6,6,0.2057060928491212,0.2623107530057519
7,6,0.20650149425309883,0.27846555816149654
8,6,0.29319719251589627,0.17384232428744517
9,6,0.19490038923843908,0.09230392422717384
10,6,0.32017234842424136,0.09819117785415618
11,6,0.30831159090503146,0.2830480967706037
12,6,0.25848488283150806,0.1249112907699838
13,6,0.3179849816694707,0.28536291896637844
14,6,0.2852333972484863,0.19238262095001818
15,6,0.22002253565119362,0.1599940486469644
1,7,0.20159496873200575,0.14684690215616442
2,7,0.13588978908024554,0.24121467881486303
3,7,0.1742194791285728,0.2079831576064868
4,7,0.18007407548714174,0.2823474746438375
5,7,0.29494059843889875,0.11164176988722084
6,7,0.15517554680009438,0.17357131417838
7,7,0.3124148880975477,0.2645632483050016
8,7,0.18282407408212922,0.15062913243528925
9,7,0.24989595845669516,0.27556338718991935
10,7,0.30144243889066796,0.17679313611729044
11,7,0.2914835850052352,0.24544520958985797
12,7,0.2119046890344413,0.3051248191242861
13,7,0.16193303148615018,0.25311621040738097
14,7,0.13194099059523934,0.141962001518004
15,7,0.29720250121355607,0.15061681215741132
1,8,0.3091430019247575,0.19166565605348126
2,8,0.20897360978398413,0.1762871136545784
3,8,0.3144005275009671,0.2388405619506937
4,8,0.33177805421802453,0.295497077115744
5,8,0.16798575826267712,0.22827815098619475
6,8,0.16177156238650925,0.12587161589173357
7,8,0.15555524655005623,0.29127772764566584
8,8,0.2985398525286318,0.28374525046617416
9,8,0.2090960556069032,0.24108126268415878
10,8,0.2972972831101375,0.19365198194002892
11,8,0.2550728679033912,0.1627868707221053
12,8,0.15726521525406528,0.17138878476869873
13,8,0.3190701883546476,0.23093342282039092
14,8,0.3259300032052812,0.20959790798060052
15,8,0.1963531160051262,0.2754469888844172
16,1,0.766859143469359,0.2995747989719702
17,1,0.6557973153501583,0.45825018852459887
18,1,0.6407815230426058,0.3291648474221685
19,1,0.8304085153857794,0.3654408919347201
20,1,0.6558884517830275,0.314714861940933
21,1,0.6810608726841415,0.43003945775606833
22,1,0.6533436448618348,0.4633910581045333
23,1,0.7084322697734181,0.4752909817543088
24,1,0.8146213612947151,0.3400428914383762
25,1,0.6834588428727982,0.37664019364312024
26,1,0.6528026444546633,0.4116482143465501
27,1,0.6407008583473137,0.2833394047524011
28,1,0.8292935409746656,0.3403481464584502
29,1,0.7520909443022611,0.3712070813746862
30,1,0.6954329878783585,0.2938311324581957
31,1,0.815455219097761,0.47520082981628975
32,1,0.8267361165638669,0.303510636474045
33,1,0.6758154696717925,0.40479955045097776
34,1,0.8287673928425883,0.38982081394560975
35,1,0.7704147772741153,0.4136050602237365
16,2,0.6701496384124401,0.3346746399569816
17,2,0.6249591679266949,0.34155574545289824
18,2,0.8053607582938179,0.3749788488466223
19,2,0.7390875217524715,0.4140916167939315
20,2,0.7968323192997374,0.3634941109677478
21,2,0.6700422738202402,0.3508466836773898
22,2,0.6720324442270579,0.4548253539052062
23,2,0.7873854639542577,0.34596026667446644
24,2,0.6755520959800898,0.3942434835764
25,2,0.7244825021133542,0.40459090874016407
26,2,0.6577050156289871,0.28947320642921365
27,2,0.6574372748155206,0.29986390751424535
28,2,0.7189263658330386,0.2995816742478701
29,2,0.623711373300842,0.41247481945257464
