object_id,time,feature1,feature2
4,1,0.512570171091287,0.5795721747259587
5,1,0.4895596773446541,0.6382227007749672
6,1,0.3939830614382576,0.6665720640303342
7,1,0.3898824081717132,0.6518140541249273
4,2,0.42427265666928093,0.6895266436612442
5,2,0.3641292110707073,0.5688040116482395
6,2,0.46485546332189603,0.7136980072182377
7,2,0.4547894085642779,0.6034923136569926
4,3,0.5586880212098061,0.5367363440549475
5,3,0.41584534607155765,0.5023729344042859
6,3,0.44869069422045704,0.6420397586126185
7,3,0.4231396053848576,0.5951345195211055
4,4,0.5104345694346001,0.47861203605585
5,4,0.41280591028593505,0.5072459836250507
6,4,0.5369656709290457,0.5515727021950659
7,4,0.46371511036804686,0.5831666137627132
8,1,0.7541943339415756,0.4697755864322825
9,1,0.644137739781508,0.44486144173810244
10,1,0.7003577383993678,0.5050041988010541
8,2,0.8142979360795156,0.3323836318263793
9,2,0.7018875309380447,0.4601986620884368
10,2,0.6486598735131002,0.40656309627054804
8,3,0.7250978655283056,0.4401972498843032
9,3,0.7472792546519206,0.38834156439844575
10,3,0.7112427655404748,0.4444660372498301
8,4,0.7481667688165003,0.5101488139805552
9,4,0.674992880197921,0.4540430360539026
10,4,0.5923070982334361,0.4615109992198525
11,1,0.37909784277470987,0.15622870036549327
12,1,0.29187117394210904,0.23304013712350105
13,1,0.21922547106388457,0.1916486512066166
14,1,0.24832256123407578,0.1227287528430098
15,1,0.22650376931902894,0.25295619164116756
11,2,0.2558368482812807,0.24835547214161474
12,2,0.19376316789466302,0.16390855750622105
13,2,0.28753488948344275,0.2507478426046573
14,2,0.3415028752217836,0.2468679712560579
15,2,0.23333112055741473,0.15713038075869457
11,3,0.355070264980596,0.14267454119439832
12,3,0.1987675698858718,0.1588817334000837
13,3,0.21019124092396996,0.20948290610444786
14,3,0.2813487249342489,0.16503968389588414
15,3,0.16434274486481054,0.19627966026124213
11,4,0.34106896658228936,0.25722321383401137
12,4,0.253547668091426,0.24264303228864129
13,4,0.2856893979671706,0.1299230610515738
14,4,0.33035598348886075,0.27511838054803034
15,4,0.3253520183041656,0.27869910664612896
1,1,0.4806814427567431,0.48676165980325026
1,2,0.5926227770377296,0.3346821181275727
1,3,0.43334631384710803,0.5340649715076541
1,4,0.40093233267295986,0.496307227517071
2,1,0.47360766069960275,0.4711544183944145
2,2,0.7029870102716879,0.35092269202514603
2,3,0.4703635855034288,0.5388869289668419
2,4,0.5706730615896115,0.6646747854021282
3,1,0.49765260757594243,0.4832311733724185
3,2,0.4694128439412889,0.5190056194046214
3,3,0.6124609348192784,0.32583173916801733
3,4,0.6858246917224171,0.35053310273878585
