object_id,time,feature1,feature2
1,1,0.22400861828439317,0.21064356313677246
2,1,0.19758774659772677,0.13788760914994588
3,1,0.37596032978788974,0.053494122576104405
4,1,0.3071548294171593,0.16066120167622788
5,1,0.2044798888784644,0.11313511401859135
6,1,0.3369968142402515,0.12773537722950934
7,1,0.34131380949794393,0.06876262545882937
8,1,0.24390317627480868,0.059520698735107125
9,1,0.2975545461152986,0.22209715042196332
10,1,0.31438642720868465,0.19217308658660642
11,1,0.27303370475203176,0.18655023652438993
12,1,0.2166346232973978,0.09556680893678562
13,1,0.33114793603257636,0.18247246358776517
14,1,0.28065181478289314,0.054873669752698306
15,1,0.2496474500268502,0.07930921916680055
16,1,0.18689294332378653,0.29208654350273905
1,2,0.342123695570522,0.08692903746964889
2,2,0.2420123383504367,0.17431351359985145
3,2,0.17094568967482632,0.16091623659795015
4,2,0.34753118308147724,0.09838042050632172
5,2,0.28561818624270346,0.100217654407868
6,2,0.2819891175011967,0.2550318561321488
7,2,0.2068596966433892,0.07762167830568287
8,2,0.1829497773858776,0.18392505430260372
9,2,0.16974202642114658,0.09293847860273889
10,2,0.26559738769918023,0.2601564300572551
11,2,0.2502705428448739,0.15559813056642932
12,2,0.29399256546185265,0.09465472599424521
13,2,0.2822090883647876,0.11048220481860409
14,2,0.28802672755814074,0.26763634782642587
15,2,0.1770836985573209,0.1869833101621687
16,2,0.3194394674762744,0.0006234049783309381
1,3,0.34267296726061003,0.14972668184713112
2,3,0.2841737656769406,0.31564411421118066
3,3,0.1904373328256441,0.2476850463878441
4,3,0.15168626198983914,0.19864892850743185
5,3,0.27790506191776404,0.24351136533778203
6,3,0.2980051133292359,0.14280737979891117
7,3,0.2125197435012684,0.2982667689108139
8,3,0.259908078454461,0.2157195577530182
9,3,0.22351417351994113,0.32267388905696137
10,3,0.2579672981428332,0.12913287997661244
11,3,0.3029540838855444,0.1912019870049637
12,3,0.22979461199217552,0.16814499742619657
13,3,0.23188300698859463,0.19040146952650364
14,3,0.16084342574567,0.2513615901898306
15,3,0.16369400031410655,0.282279311834287
16,3,0.005775658015763269,0.3658202235772169
1,4,0.31572467762462986,0.17484478453235272
2,4,0.32135844649381695,0.21019402108302135
3,4,0.22002575969627985,0.31800757178309913
4,4,0.25401590057260615,0.19978650518167668
5,4,0.34581539527212374,0.1990646127403064
6,4,0.3073361695320393,0.1594045680605303
7,4,0.3424898380328495,0.17697502840497714
8,4,0.1839358459163299,0.3202444075144371
9,4,0.20838632584620864,0.3144964579658176
10,4,0.371068315005348,0.24650414622605216
11,4,0.17621004252522382,0.13737475953596978
12,4,0.215555466011684,0.20296834616530246
13,4,0.2961448308208021,0.31847927554781624
14,4,0.24474131618258155,0.15332151886492928
15,4,0.2862215251050814,0.15265253791012584
16,4,0.06712922619658035,0.2531724837972358
1,5,0.2837140015441989,0.22252108360644027
2,5,0.3462679626012207,0.158352481417388
3,5,0.3708692462823974,0.11556827943032255
4,5,0.3365272098435298,0.2360932505192387
5,5,0.36948505775811397,0.18063946836548708
6,5,0.2132792044072196,0.09144423020437083
7,5,0.2992014548645585,0.11641804368087356
8,5,0.3193706588791526,0.09860676522414633
9,5,0.3494637237375712,0.12623387972407948
10,5,0.19603675530199388,0.11692241472077765
11,5,0.28477341367938663,0.19360136889271892
12,5,0.2710907137184297,0.11636225783149352
13,5,0.2898462442989132,0.2710397512753093
14,5,0.30051987375217226,0.2700097821025709
15,5,0.1991885749753573,0.28038308231847364
16,5,0.48793097420350784,0.20392916512303075
1,6,0.37769034111849836,0.09858053252857657
2,6,0.32434554716960307,0.19389496681554683
3,6,0.25584708695195424,0.2304501441895169
4,6,0.33991869494867655,0.10610671747814604
5,6,0.33568757334038046,0.1761710505010209
6,6,0.29382659711707515,0.21281702124350543
7,6,0.20637306756529553,0.20604828097948166
8,6,0.27041200371067337,0.2612115086410888
9,6,0.2420045121572312,0.2500890129658309
10,6,0.3417013691952876,0.21046190280254984
11,6,0.37095333309372536,0.09266449399308012
12,6,0.31517529882618955,0.20811949472809615
13,6,0.3313946455359336,0.1667999986055659
14,6,0.20957640207851952,0.12328271517420637
15,6,0.3174066488726155,0.12172730075130984
16,6,0.07822172960771134,0.11286181537680914
1,7,0.19800195849430913,0.24413643619460085
2,7,0.2595734960203442,0.2455857786334211
3,7,0.19452172190485473,0.2798295159848393
4,7,0.3108566738491023,0.2842946264908568
5,7,0.39007059010561135,0.25557849556635964
6,7,0.2140546876675286,0.15877431114942403
7,7,0.23907092182520215,0.24501853435391582
8,7,0.23124017910424136,0.13325251336953337
9,7,0.21492889731000153,0.11303983321726396
10,7,0.3804338007942697,0.2842602833323443
11,7,0.26729320651793176,0.23723285926643167
12,7,0.28630948359711816,0.1934243203187685
13,7,0.2667052987427489,0.21596435598448294
14,7,0.24003825984181376,0.1402945483152906
15,7,0.29637305143851067,0.12849313598938
16,7,0.2624355375362925,0.4109725876031155
1,8,0.3050250787097841,0.06090765151917209
2,8,0.19527826204250243,0.2196749261614438
3,8,0.2660816515906677,0.09348719531838931
4,8,0.15675288215470523,0.10438371637004504
5,8,0.20506076791730554,0.20940284924413854
6,8,0.3401418658696566,0.20660473869187934
7,8,0.32538098279133854,0.23548316677204167
8,8,0.32034611522779693,0.23334197316679584
9,8,0.33853870284443144,0.06823002868020014
10,8,0.2085667017987503,0.09878362348864508
11,8,0.26586511454259965,0.14768801136028686
12,8,0.21441935703294848,0.2167678147810027
13,8,0.22484937794532278,0.09113347262627636
14,8,0.20030871796753466,0.14169692485228114
15,8,0.26712481043442293,0.16303466495960792
16,8,0.21499764812386923,-0.0074856423610759615
17,1,0.6243301173254154,0.4212787259709477
18,1,0.627929005385244,0.45482289882081345
19,1,0.7219691051931378,0.34004109381084735
20,1,0.7152908207704934,0.38007170590881084
21,1,0.6796318650122889,0.4338135404071567
22,1,0.7425373345166056,0.4892173244299777
23,1,0.7369266635392627,0.3547490730031138
24,1,0.6986044150603091,0.37957640487220373
25,1,0.5940409193921272,0.42299454460700797
